text,label,label_name,text_original,tokenized_text,sent_token_length,sent_bert_token_length,char_count,Character Count
ayacucho tierra hermosa 😍😘 y esa sopa de mondongo es levanta muertos 🤣🤣🤣 amé cuando viaje a ayacucho,2,Positive,Ayacucho tierra hermosa 😍😘 y esa sopa de mondongo es levanta muertos 🤣🤣🤣🤣 amé cuando viaje a Ayacucho,ayacucho tierra hermosa 😍😘 y esa sopa de mondongo es levanta muertos 🤣🤣🤣 amé cuando viaje a ayacucho,18,24,100,100
recuerdo haber ido hasta la punta para buscar nuevos pokémon 🤣,1,Neutral,Recuerdo haber ido hasta la punta para buscar nuevos Pokémon 🤣,recuerdo haber ido hasta la punta para buscar nuevos pokémon 🤣,11,11,62,62
"hoy rincón eres un culo que no entiendes, dijo que no importa que sea su hermano aquí deben de pagar la traición al país peruano con la muertes a los que antauro menciono, oh tienes miedo , quisas el periodista también está en el cuento 😹👈",0,Negative,"Hoy rincón eres un culo que no entiendes, dijo que no importa que sea su hermano aquí deben de pagar la traición al país peruano con la muertes a los que Antauro menciono, oh tienes miedo , quisas el periodista también está en el cuento 😹👈",hoy rincón eres un culo que no entiendes  dijo que no importa que sea su hermano aquí deben de pagar la traición al país peruano con la muertes a los que antauro menciono  oh tienes miedo   quisas el periodista también está en el cuento 😹👈,46,51,239,239
"yrene arandia jaja camarotes de 3 pisos , si te olvidas y te levantas a la loca , te vuelas los cachos , dormir en una sola posición q si te volteas terminas en el piso 🤣🤣🤣 lo recuerdo como si fuese ayer jaja jaja  no podía callarme de tanta risa a las 3 am q escuchaba shhh shhh shhh creo q gritarían lisuras cada uno en su idioma 😅",1,Neutral,"Yrene Arandia jajajjajajajajajja camarotes de 3 pisos , si te olvidas y te levantas a la loca , te vuelas los cachos , dormir en una sola posición q si te volteas terminas en el piso 🤣🤣🤣🤣 lo recuerdo como si fuese ayer jajjajaja jajajjajajajajjajajajajajjajajaja  No podía callarme de tanta risa a las 3 am q escuchaba shhh shhh shhhh creo q gritarían lisuras cada uno en su idioma 😅",yrene arandia jaja camarotes de 3 pisos   si te olvidas y te levantas a la loca   te vuelas los cachos   dormir en una sola posición q si te volteas terminas en el piso 🤣🤣🤣 lo recuerdo como si fuese ayer jaja jaja  no podía callarme de tanta risa a las 3 am q escuchaba shhh shhh shhh creo q gritarían lisuras cada uno en su idioma 😅,70,82,333,333
sigue así beto ... ojalá y puedas ampayar al presidente terruco también sigue los pasos de magaly y pronto lo vacamos 🙏🙏🙏,0,Negative,Sigue así Beto ... ojalá y puedas ampayar al presidente terruco también sigue los pasos de Magaly y pronto lo vacamos 🙏🙏🙏,sigue así beto     ojalá y puedas ampayar al presidente terruco también sigue los pasos de magaly y pronto lo vacamos 🙏🙏🙏,22,28,121,121
pedro arthur  eres neto en esa vaina 😅,0,Negative,Pedro Arthur  eres neto en esa vaina 😅,pedro arthur  eres neto en esa vaina 😅,8,9,38,38
elizabeth giron manchay!!! ahora quiero un pavo de 20 kilos 😍😍😍,1,Neutral,Elizabeth Giron Manchay!!!!!! Ahora quiero un pavo de 20 kilos 😍😍😍😍,elizabeth giron manchay    ahora quiero un pavo de 20 kilos 😍😍😍,11,14,63,63
porque devo dar me justa si son periodistas mermeleros👎,0,Negative,Porque devo dar me justa si son periodistas mermeleros👎,porque devo dar me justa si son periodistas mermeleros👎,9,11,55,55
jaja cualquier parecido con la realidad es pura coincidencia 🤣🤣🤣 oscar mario paz serrano,1,Neutral,Jajajajaja cualquier parecido con la realidad es pura coincidencia 🤣🤣🤣🤣🤣 Oscar Mario Paz Serrano,jaja cualquier parecido con la realidad es pura coincidencia 🤣🤣🤣 oscar mario paz serrano,14,14,88,88
i wanna be your mathilda beto  😍😍😆😆👋 saludos desde canadá 🇨🇦,2,Positive,I wanna be your Mathilda BETO  😍😍😆😆👋 Saludos desde Canadá 🇨🇦,i wanna be your mathilda beto  😍😍😆😆👋 saludos desde canadá 🇨🇦,11,14,60,60
unas buenas zapatillas cómodas soy laa fieles compañeras,2,Positive,Unas buenas zapatillas cómodas soy laa fieles compañeras❤,unas buenas zapatillas cómodas soy laa fieles compañeras,8,10,56,56
sergio cortez thalia está en todas 😂🤣,2,Positive,Sergio Cortez Thalia está en todas 😂🤣,sergio cortez thalia está en todas 😂🤣,7,9,37,37
es increible!!! si. los dos candidatos son un desastreee por que el afan de defenderlosss argumentando quien es mejor que otro😧😧 asuuu no se quien me da mas colera la gente o esas ratas de candidatos que tenemos😰😰,0,Negative,Es increible!!! Si. los dos candidatos son un desastreeee por que el afan de defenderlosss argumentando quien es mejor que otro😧😧 asuuu no se quien me da mas colera la gente o esas ratas de candidatos que tenemos😰😰,es increible    si  los dos candidatos son un desastreee por que el afan de defenderlosss argumentando quien es mejor que otro😧😧 asuuu no se quien me da mas colera la gente o esas ratas de candidatos que tenemos😰😰,38,45,213,213
ese cuto... jugaba en casi todos los puestos... en todas es malo...y paraba en suelo..😂,0,Negative,Ese cuto... jugaba en casi todos los puestos... en todas es malo...y paraba en suelo..😂,ese cuto    jugaba en casi todos los puestos    en todas es malo   y paraba en suelo  😂,15,20,87,87
hay que tener punche para recorrer esas montañas escarpadas y a esa altura ...bravo leo !!! aunque debo admitir que es gracioso verlo 😂😂😂,2,Positive,Hay que tener punche para recorrer esas montañas escarpadas y a esa altura ....bravo Leo !!!! Aunque debo admitir que es gracioso verlo 😂😂😂,hay que tener punche para recorrer esas montañas escarpadas y a esa altura    bravo leo     aunque debo admitir que es gracioso verlo 😂😂😂,24,29,137,137
esos son contratados por los cabiares del congreso y disque empresarios como la sr kk💩 y su socio montesinos fujirrata.,0,Negative,Esos son contratados por los cabiares del congreso y disque empresarios como la sr kk💩 y su socio montesinos fujirrata.,esos son contratados por los cabiares del congreso y disque empresarios como la sr kk💩 y su socio montesinos fujirrata ,20,26,119,119
leonardo abraham zevallos díaz  ese restaurant es bien taipá y delicioso 😍🍻🍽🐟  te acuerdas? el ingenio,2,Positive,Leonardo Abraham Zevallos Díaz  ese restaurant es bien taipá y delicioso 😍🍻🍽🐟  te acuerdas? El Ingenio ❤,leonardo abraham zevallos díaz  ese restaurant es bien taipá y delicioso 😍🍻🍽🐟  te acuerdas  el ingenio,16,24,102,102
"todo gracias al auspicio de pollería, sanguchería, pizzería, chifa, ensalada de frutas, cabinas de internet, mix siete colores, cuy, trucha, dioxiodo de cloro, gigantografias, eduuu 😂",2,Positive,"Todo gracias al auspicio de Pollería, sanguchería, pizzería, chifa, ensalada de frutas, cabinas de internet, mix siete colores, cuy, trucha, dioxiodo de cloro, gigantografias, eduuuu 😂",todo gracias al auspicio de pollería  sanguchería  pizzería  chifa  ensalada de frutas  cabinas de internet  mix siete colores  cuy  trucha  dioxiodo de cloro  gigantografias  eduuu 😂,26,49,183,183
"karo, hay que llevar nuestro arroz con pollo cuando vayamos al cine 😂",1,Neutral,"Karo, hay que llevar nuestro arroz con pollo cuando vayamos al cine 😂",karo  hay que llevar nuestro arroz con pollo cuando vayamos al cine 😂,13,14,69,69
areli eugenia salinas morales katlin katherine candia ambor bhalery cuiro dayanna saldivar yabar karla vanessa pacheco yarin 😂 chéveres esos días,2,Positive,Areli Eugenia Salinas Morales Katlin Katherine Candia Ambor Bhalery Cuiro Dayanna Saldivar Yabar Karla Vanessa Pacheco Yarin 😂 chéveres esos días,areli eugenia salinas morales katlin katherine candia ambor bhalery cuiro dayanna saldivar yabar karla vanessa pacheco yarin 😂 chéveres esos días,21,42,145,145
cholo como vas con el bobo??? 💞💕😊,2,Positive,Cholo como vas con el bobo???? 💞💕😊,cholo como vas con el bobo    💞💕😊,7,8,33,33
me fascina cuando joel lanza sus éxitos 😊,2,Positive,Me fascina cuando Joel lanza sus éxitos 😊,me fascina cuando joel lanza sus éxitos 😊,8,8,41,41
"el hospital de policía es uno de los pocos que tienen, plantas generadora de oxígeno, como puede ser posible que el poder ejecutivo trate de esa forma al personal policial. indignación 😡",0,Negative,"El hospital de Policía es uno de los pocos que tienen, plantas generadora de Oxígeno, como puede ser posible que el Poder Ejecutivo trate de esa forma al personal Policial. Indignación 😡",el hospital de policía es uno de los pocos que tienen  plantas generadora de oxígeno  como puede ser posible que el poder ejecutivo trate de esa forma al personal policial  indignación 😡,32,36,186,186
"es elegante, las canas le sientan",1,Neutral,"Es elegante, las canas le sientan",es elegante  las canas le sientan,6,7,33,33
eres tremendo 🤡🤡 y chupa medias luisito seguro bad bunny te manda un cheque por ponerte de su lado 😉,0,Negative,Eres tremendo 🤡🤡 y chupa medias luisito seguro bad bunny te manda un cheque por ponerte de su lado 😉,eres tremendo 🤡🤡 y chupa medias luisito seguro bad bunny te manda un cheque por ponerte de su lado 😉,20,20,100,100
jesús alzamora daniela darcurt  mi mamá m tiraba al piso y me ponía el pie en el cuelllo..jaja eso era salvajismo..jajaj...como dise gmi mamá.bien están nadie se amuerto..somos 10 hnos..y atodos no a jodidooo🤣🤣🤣 t amo maa.️️,1,Neutral,Jesús Alzamora Daniela Darcurt  Mi mamá m tiraba al piso y me ponía el pie en el cuelllo..jajjajaja eso Era salvajismo..jajaj...como dise gmi mamá.bien están nadie se amuerto..somos 10 hnos..y atodos no a jodidooo🤣🤣🤣 t amo maa.❤️❤️,jesús alzamora daniela darcurt  mi mamá m tiraba al piso y me ponía el pie en el cuelllo  jaja eso era salvajismo  jajaj   como dise gmi mamá bien están nadie se amuerto  somos 10 hnos  y atodos no a jodidooo🤣🤣🤣 t amo maa ️️,37,61,224,224
latina  !!! si  ó. si  tiene que pagar que tal  concha...!!! deben haber abogados que ayuden hacer posible  esto que es justo por otro lado. buenos muchachos  !!! pataclaun que grande y espectacular fueron y serán  porque fue unico !!! y será unico  vamosss con fé a seguir remando  👏👏👏,2,Positive,Latina  !!! Si  ó. Si  tiene que pagar Que tal  Concha...!!! Deben haber abogados que ayuden hacer posible  esto que es justo Por otro lado. Buenos Muchachos  !!! PATACLAUN Que grande y espectacular fueron y serán  porque fue unico !!! Y será unico  Vamosss con Fé A seguir remando  👏👏👏,latina      si  ó  si  tiene que pagar que tal  concha       deben haber abogados que ayuden hacer posible  esto que es justo por otro lado  buenos muchachos      pataclaun que grande y espectacular fueron y serán  porque fue unico     y será unico  vamosss con fé a seguir remando  👏👏👏,50,64,286,286
"den créditos pues!!  😡 fue lamentable lo del día de hoy nos empujaban, habian niños fue una falta de respeto a los jugadores y a la hinchada peruana.",0,Negative,"Den créditos pues!!  😡 Fue lamentable lo del día de hoy nos empujaban, habian niños fue una falta de respeto a los jugadores y a la hinchada peruana.",den créditos pues    😡 fue lamentable lo del día de hoy nos empujaban  habian niños fue una falta de respeto a los jugadores y a la hinchada peruana ,28,33,149,149
diego parecía igual al malo de los pitufos 🤣🤣🤣,0,Negative,Diego parecía igual al malo de los pitufos 🤣🤣🤣🤣,diego parecía igual al malo de los pitufos 🤣🤣🤣,9,11,46,46
yo creía que mi viejo te despidió dice santiago,1,Neutral,Yo creía que mi viejo te despidió dice Santiago,yo creía que mi viejo te despidió dice santiago,9,10,47,47
"mujerrr, si te pones ""japeruana"" es porque te importa ser peruana, o por figureti? si de verdad honorarías ser ""peruana"" entonces informate, es imposible que no te hayas enterado de todo esto si fué noticia mundial, yo ni vivo en perú pero miro los noticieros peruanos para informarme, yo nunca he votado en perú, recién será mi primera vez el próximo año y tengo tu edad.  mi carrera no es política y esta categoría tampoco es de mi gran agrado que digamos pero me informo porque es mi debes cómo peruana, y si voto no quiero perjudicar a los que sí residen en el país. deja de poner excusas tontas, si te importa lo buscas, tampoco digas que eres nueva en esto porque ya tienes años en youtube 🤣🤣 si no te importa el futuro peruano, largate de ahí y deja de fuguretear que te gusta el país porque realmente no se nota el respeto al ser peruana.",0,Negative,"Mujerrrr, si te pones ""Japeruana"" es porque te importa ser Peruana, o por figureti? Si de verdad honorarías ser ""Peruana"" entonces informate, es IMPOSIBLE que no te hayas enterado de todo esto si fué NOTICIA MUNDIAL, yo ni vivo en Perú pero miro los noticieros Peruanos para informarme, yo nunca he votado en Perú, recién será mi primera vez el próximo año y tengo tu edad.  Mi carrera no es política y esta categoría tampoco es de mi gran agrado que digamos pero me informo porque es mi debes cómo Peruana, y si voto no quiero perjudicar a los que SÍ residen en el país. Deja de poner excusas tontas, si te importa lo buscas, tampoco digas que eres nueva en esto porque ya tienes AÑOS en Youtube 🤣🤣 si no te importa el futuro Peruano, largate de ahí y deja de fuguretear que te gusta el país porque realmente no se nota el respeto al ser Peruana. ",mujerrr  si te pones  japeruana  es porque te importa ser peruana  o por figureti  si de verdad honorarías ser  peruana  entonces informate  es imposible que no te hayas enterado de todo esto si fué noticia mundial  yo ni vivo en perú pero miro los noticieros peruanos para informarme  yo nunca he votado en perú  recién será mi primera vez el próximo año y tengo tu edad   mi carrera no es política y esta categoría tampoco es de mi gran agrado que digamos pero me informo porque es mi debes cómo peruana  y si voto no quiero perjudicar a los que sí residen en el país  deja de poner excusas tontas  si te importa lo buscas  tampoco digas que eres nueva en esto porque ya tienes años en youtube 🤣🤣 si no te importa el futuro peruano  largate de ahí y deja de fuguretear que te gusta el país porque realmente no se nota el respeto al ser peruana ,158,188,846,846
buena la ensalada y felicidades para l@usuario héroes urban@usuario👏👏👏,2,Positive,Buena la ensalada y felicidades para l@s héroes urban@s👏👏👏👏,buena la ensalada y felicidades para l usuario héroes urban usuario👏👏👏,9,12,70,70
eata pagina facha con la cara del turry es un burla 🤣🤣🤣,0,Negative,Eata pagina facha con la cara del turry es un burla 🤣🤣🤣,eata pagina facha con la cara del turry es un burla 🤣🤣🤣,12,15,55,55
kathy crisanto castro diani carolina dcdc maryuri peña peña algo asi 😂😂,1,Neutral,Kathy Crisanto Castro Diani Carolina Dcdc Maryuri Peña Peña algo asi 😂😂,kathy crisanto castro diani carolina dcdc maryuri peña peña algo asi 😂😂,12,18,71,71
miguelito siempre para asadooo🤣🤣🤣,0,Negative,Miguelito siempre para asadoooo🤣🤣🤣,miguelito siempre para asadooo🤣🤣🤣,4,6,33,33
"🇵🇪 🇵🇪  ladrooonnn🇵🇪 🇵🇪 🇵🇪  sus propios subitos   amigos y  compadres lo estan delatando  a castillo solo le importa el plato de fondo. y las circunstancias le importa un pepino.  asi llego a palacio de chiripa y con fraude de reniec  jne y cagasti.  los peruano de bien hemos sido estafados. y ahora, callate tu hocicazo!! 🇵🇪",0,Negative,"🇵🇪 🇵🇪  LADROOOOOONNNN🇵🇪 🇵🇪 🇵🇪  SUS PROPIOS SUBITOS   AMIGOS Y  COMPADRES LO ESTAN DELATANDO  A CASTILLO SOLO LE IMPORTA EL PLATO DE FONDO. Y LAS CIRCUNSTANCIAS LE IMPORTA UN PEPINO.  ASI LLEGO A PALACIO DE CHIRIPA Y CON FRAUDE DE RENIEC  JNE Y CAGASTI.  LOS PERUANO DE BIEN HEMOS SIDO ESTAFADOS. Y AHORA, CALLATE TU HOCICAZO!! 🇵🇪",🇵🇪 🇵🇪  ladrooonnn🇵🇪 🇵🇪 🇵🇪  sus propios subitos   amigos y  compadres lo estan delatando  a castillo solo le importa el plato de fondo  y las circunstancias le importa un pepino   asi llego a palacio de chiripa y con fraude de reniec  jne y cagasti   los peruano de bien hemos sido estafados  y ahora  callate tu hocicazo   🇵🇪,57,81,325,325
nose agan los vi en las cucardas 😁,0,Negative,Nose agan los vi en las cucardas 😁,nose agan los vi en las cucardas 😁,8,11,34,34
la proxima paga tu polvo completo ps...ya vez por misio..😭😭😭🤣🤣🤣,0,Negative,La proxima paga tu polvo completo ps...ya vez por misio..😭😭😭😭😭🤣🤣🤣,la proxima paga tu polvo completo ps   ya vez por misio  😭😭😭🤣🤣🤣,10,13,63,63
"ayyy me muero de amorrr, es un  viejito 😍 que capo para los videos. salva eres un éxito!",2,Positive,"Ayyy me muero de amorrr, es un  viejito 😍 que capo para los videos. Salva eres un éxito!",ayyy me muero de amorrr  es un  viejito 😍 que capo para los videos  salva eres un éxito ,18,22,88,88
"¿12 años preso? pues si lleva tanto tiempo no creo que sea xq robo un kilo de arroz... no, no quiero juzgar, nadie esta para juzgar !!! pero todo esto no sucediera si tuviéramos educacion y valores reales!!! no habría tantos asesinos, violadores, rateros, extorsionadores, narcotraficantes, etc etc pidiendo ayuda porque no tienen que comer o no tienen medicinas , aca afuera personas que no son delincuentes y que viven del dia a dia también estan en la misma circunstancia o quizá peor porque hay familias con niños pequeños y ancianos en abandono que viven en cerros y estan sin agua sin luz!!! 🤷‍️🤷‍️🤷‍️ !la vida misma te enseña!",0,Negative,"¿12 años preso? pues si lleva tanto tiempo no creo que sea xq robo un kilo de arroz... NO, no quiero juzgar, nadie esta para juzgar !!!! pero todo esto no sucediera si tuviéramos educacion y valores reales!!! no habría tantos Asesinos, violadores, rateros, extorsionadores, narcotraficantes, etc etc Pidiendo ayuda porque no tienen que comer o no tienen medicinas , aca afuera personas que no son delincuentes y que viven del dia a dia también estan en la misma circunstancia o quizá peor porque hay familias con niños pequeños y ancianos en abandono que viven en cerros y estan sin agua sin luz!!! 🤷‍♀️🤷‍♀️🤷‍♀️ !La vida misma te enseña!",¿12 años preso  pues si lleva tanto tiempo no creo que sea xq robo un kilo de arroz    no  no quiero juzgar  nadie esta para juzgar     pero todo esto no sucediera si tuviéramos educacion y valores reales    no habría tantos asesinos  violadores  rateros  extorsionadores  narcotraficantes  etc etc pidiendo ayuda porque no tienen que comer o no tienen medicinas   aca afuera personas que no son delincuentes y que viven del dia a dia también estan en la misma circunstancia o quizá peor porque hay familias con niños pequeños y ancianos en abandono que viven en cerros y estan sin agua sin luz    🤷‍️🤷‍️🤷‍️  la vida misma te enseña ,109,127,633,633
jair guimaray yorniño enrique de la cruz de la cruz la bajada🤤🤤,1,Neutral,Jair Guimaray Yorniño Enrique De la Cruz De la Cruz la bajada🤤🤤,jair guimaray yorniño enrique de la cruz de la cruz la bajada🤤🤤,12,16,63,63
oh mamma como me muero en comerme esos ricos churros !!! hay dios quiera que regresa lo más pronto ami tierra con mi family un fuerte abrazo desde roma !!! 🖐🏼🖐🏼🖐🏼,2,Positive,Oh mamma Como me muero en comerme esos ricos churros !!!! Hay dios quiera que regresa lo más pronto Ami tierra con mi family un fuerte abrazo desde Roma !!!! 🖐🏼🖐🏼🖐🏼,oh mamma como me muero en comerme esos ricos churros     hay dios quiera que regresa lo más pronto ami tierra con mi family un fuerte abrazo desde roma     🖐🏼🖐🏼🖐🏼,31,32,162,162
una verdadera bomba,2,Positive,Una verdadera bomba,una verdadera bomba,3,3,19,19
todo el pais esta sufriendo esto torreja.. nada mex! 😎👉,1,Neutral,Todo El pais esta sufriendo esto torreja.. nada Mex! 😎👉,todo el pais esta sufriendo esto torreja   nada mex  😎👉,10,13,55,55
son pallares.. no habas... jaja pero todo genial. aún hay mucho más de ica por mostrar 😊,2,Positive,Son pallares.. No habas... Jaajajaja pero todo genial. Aún hay mucho más de Ica por mostrar 😊,son pallares   no habas    jaja pero todo genial  aún hay mucho más de ica por mostrar 😊,17,21,88,88
así como hicieron en tacna...a dónde acuda este delincuente debe lloverle huevos pero podridos...corrupto sin sangre en la cara.👎👎👎,0,Negative,Así como hicieron en Tacna....a dónde acuda este delincuente debe lloverle huevos pero podridos....corrupto sin sangre en la cara.👎👎👎👎👎,así como hicieron en tacna   a dónde acuda este delincuente debe lloverle huevos pero podridos   corrupto sin sangre en la cara 👎👎👎,19,27,131,131
gastón tráeme un cuchillo por favor!🔪,1,Neutral,Gastón tráeme un cuchillo por favor!🔪,gastón tráeme un cuchillo por favor 🔪,6,8,37,37
lo de los instrumentos musicales está muy cool 👌🏻,2,Positive,Lo de los instrumentos musicales está muy cool 👌🏻,lo de los instrumentos musicales está muy cool 👌🏻,9,9,49,49
"bien ahi castillo, la táctica de ordenar te funciono excelente, causaste una reacción en estos mermeleros comprados😀😁😂",2,Positive,"Bien ahi castillo, la táctica de ordenar te funciono excelente, causaste una reacción en estos mermeleros comprados😀😁😂",bien ahi castillo  la táctica de ordenar te funciono excelente  causaste una reacción en estos mermeleros comprados😀😁😂,17,24,118,118
"deportivo garcilaso es un equipo mediocre con jugadores de muy baja categoria, facil de ganar el partido y el campeonaro ya es nuestro! volveremos a la punta donde siempre estaremos psr alograr la 27. mejor declaren el partido ya ganado para el mas grande universitario de deportes. 💪🏼💪🏼💪🏼 toda mi apuesta al mas grande 💵💵💵",1,Neutral,"DEPORTIVO GARCILASO ES UN EQUIPO MEDIOCRE CON JUGADORES DE MUY BAJA CATEGORIA, FACIL DE GANAR EL PARTIDO Y EL CAMPEONARO YA ES NUESTRO! VOLVEREMOS A LA PUNTA DONDE SIEMPRE ESTAREMOS PSR ALOGRAR LA 27. MEJOR DECLAREN EL PARTIDO YA GANADO PARA EL MAS GRANDE UNIVERSITARIO DE DEPORTES. 💪🏼💪🏼💪🏼 TODA MI APUESTA AL MAS GRANDE 💵💵💵",deportivo garcilaso es un equipo mediocre con jugadores de muy baja categoria  facil de ganar el partido y el campeonaro ya es nuestro  volveremos a la punta donde siempre estaremos psr alograr la 27  mejor declaren el partido ya ganado para el mas grande universitario de deportes  💪🏼💪🏼💪🏼 toda mi apuesta al mas grande 💵💵💵,55,65,323,323
ursula uryan para fin de año de cajón 💪💪💪,2,Positive,Ursula Uryan para fin de año de cajón 💪💪💪,ursula uryan para fin de año de cajón 💪💪💪,9,11,41,41
amor eduardo pacheco lecaros agendalo!! 😉,1,Neutral,Amor Eduardo Pacheco Lecaros agendalo!! 😉,amor eduardo pacheco lecaros agendalo   😉,6,11,41,41
pero de que juguetería saliste muñeca😍😍😍,2,Positive,Pero de que juguetería saliste muñeca😍😍😍,pero de que juguetería saliste muñeca😍😍😍,6,7,40,40
"totalmente de acuerdo, falta de actitud, coraje. 10 contra 11 y jugar con tanto miedo, no jodan. además desde el primer tiempo se veía que diaz y castillo no pintaban y los dos goles fueron una copia, una vergüenza. soy celeste a muerte, pero ayer sentí demasiada vergüenza ver un equipo tan maricon y cojudo. 🤬🤬🤬",0,Negative,"Totalmente de acuerdo, falta de actitud, coraje. 10 contra 11 y jugar con tanto miedo, no jodan. Además desde el primer tiempo se veía que Diaz y Castillo no pintaban y los dos goles fueron una copia, una vergüenza. Soy celeste a muerte, pero ayer sentí demasiada vergüenza ver un equipo tan maricon y cojudo. 🤬🤬🤬🤬",totalmente de acuerdo  falta de actitud  coraje  10 contra 11 y jugar con tanto miedo  no jodan  además desde el primer tiempo se veía que diaz y castillo no pintaban y los dos goles fueron una copia  una vergüenza  soy celeste a muerte  pero ayer sentí demasiada vergüenza ver un equipo tan maricon y cojudo  🤬🤬🤬,56,63,313,313
chino eres bacan chevere.. pero a la vez me decepcionas .. porque no llevas a la mano unos micrófonos pequeños así puedes entrevistar mejor a los especiales ... a la firme no se escucha ni m..da lo que habla la porquería de pildorita ...  se más profesional pe chino loco 😎,0,Negative,Chino eres bacan chevere.. pero a la vez me decepcionas .. Porque no llevas a la mano unos micrófonos pequeños así puedes entrevistar mejor a los especiales ... A la firme no se escucha ni m..da lo que habla la porquería de pildorita ...  Se más profesional pe chino loco 😎,chino eres bacan chevere   pero a la vez me decepcionas    porque no llevas a la mano unos micrófonos pequeños así puedes entrevistar mejor a los especiales     a la firme no se escucha ni m  da lo que habla la porquería de pildorita      se más profesional pe chino loco 😎,51,62,273,273
orlando vamos a trica siempre hay una primera vez 😏😂,1,Neutral,Orlando vamos a trica siempre hay una primera vez 😏😂,orlando vamos a trica siempre hay una primera vez 😏😂,10,11,52,52
"🤣🤣 como buenos algunos pidiendo el nombre del local ""para no ir a ese lugar"" y a la justa se toman su café con cachanga en la tía de la esquina",0,Negative,"🤣🤣 Como buenos algunos pidiendo el nombre del local ""para no ir a ese lugar"" y a la justa se toman su café con cachanga en la tía de la esquina",🤣🤣 como buenos algunos pidiendo el nombre del local  para no ir a ese lugar  y a la justa se toman su café con cachanga en la tía de la esquina,31,34,143,143
que sano eres henry .cómo que te falta explorar para la próxima baja al sótano de grau 🙂,0,Negative,Que sano eres Henry .cómo que te falta explorar para la próxima baja al sótano de grau 🙂,que sano eres henry  cómo que te falta explorar para la próxima baja al sótano de grau 🙂,18,22,88,88
"esta conchuda, cara de palo 😡",0,Negative,"Esta conchuda, cara de palo 😡",esta conchuda  cara de palo 😡,6,8,29,29
ya ingresando ala tv ya tienes pa comprar tu lambo chino... 🤣,1,Neutral,Ya ingresando ala tv ya tienes pa comprar tu lambo chino... 🤣,ya ingresando ala tv ya tienes pa comprar tu lambo chino    🤣,12,15,61,61
muy hermoso el video nuestros gastronomia y uno de ellos el famoso tocoshy el helado de tocoshle falto porabar el locro de gallina y la pachamanca saludos para todo mi familia de huanuco ponse salazar brabo sakazar 😇🙏❤️️,2,Positive,Muy hermoso el video nuestros gastronomia y uno de ellos el famoso Tocoshy el helado de Tocoshle falto porabar el locro de gallina y la Pachamanca saludos para todo mi familia de Huanuco Ponse Salazar Brabo Sakazar 😇🙏♥️,muy hermoso el video nuestros gastronomia y uno de ellos el famoso tocoshy el helado de tocoshle falto porabar el locro de gallina y la pachamanca saludos para todo mi familia de huanuco ponse salazar brabo sakazar 😇🙏️️,38,56,220,220
randal cele milla  no seas palta pss 😂,1,Neutral,Randal Cele Milla  no seas palta pss 😂,randal cele milla  no seas palta pss 😂,8,14,38,38
sus brazos parecen 2 piernas de chancho 🤣,0,Negative,Sus brazos parecen 2 piernas de chancho 🤣,sus brazos parecen 2 piernas de chancho 🤣,8,9,41,41
julio cardeña mejia ese es mi causita naira.. jaja 🤣🤣🤣.. saludos mi brother ...,2,Positive,Julio Cardeña Mejia ese es mi causita Naira.. jajajajaja 🤣🤣🤣🤣.. saludos mi brother ...,julio cardeña mejia ese es mi causita naira   jaja 🤣🤣🤣   saludos mi brother    ,14,20,79,79
este generalillo jubilado habla por odio nomas seguro los fujiapristas ya lo aceitaron para que ladre tantas estupideces juntas.  solo los libertarados pulpines pubertarios aplauden a estos payasos 🤡🤡🤡,0,Negative,Este generalillo jubilado habla por odio nomas seguro los FUJIAPRISTAS ya lo aceitaron para que ladre tantas estupideces juntas.  Solo los LIBERTARADOS pulpines PUBERTARIOS aplauden a estos payasos 🤡🤡🤡,este generalillo jubilado habla por odio nomas seguro los fujiapristas ya lo aceitaron para que ladre tantas estupideces juntas   solo los libertarados pulpines pubertarios aplauden a estos payasos 🤡🤡🤡,29,44,201,201
mira david aqp pan con chicharrón una combinación de sabores uhmmm nos podrán enviar en encomienda 🤤,1,Neutral,Mira David Aqp pan con chicharrón una combinación de sabores uhmmmm nos podrán enviar en encomienda 🤤,mira david aqp pan con chicharrón una combinación de sabores uhmmm nos podrán enviar en encomienda 🤤,17,22,100,100
grabenle la cuca 😅😅😅,0,Negative,Grabenle la Cuca 😅😅😅,grabenle la cuca 😅😅😅,4,7,20,20
como cagar al peruano y tirarlo contra la pared!  sube el aceite y el pollo  en peru hay 2 pollerias por cuadra !  cagados 🤣🤣🤣,0,Negative,Como cagar al peruano y tirarlo contra la pared!  SUBE EL ACEITE Y EL POLLO  EN PERU HAY 2 pollerias POR CUADRA !  Cagados 🤣🤣🤣🤣,como cagar al peruano y tirarlo contra la pared   sube el aceite y el pollo  en peru hay 2 pollerias por cuadra    cagados 🤣🤣🤣,25,33,126,126
obvio tipo tengo depresión manyas 😂,0,Negative,Obvio tipo tengo depresión manyas 😂,obvio tipo tengo depresión manyas 😂,6,7,35,35
